antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Time_Evening, Incident_Welfare","Weekday, Priority_Priority1",0.03112,0.1228,0.0115,0.36953727506426737,3.0092611975917536,1.0,0.007678463999999999,1.3913590214067277,0.6891385122400404,0.08074708608341526,0.281278243347318,0.23159274176666136
"Weather_Partly Cloudy, Incident_Other",Priority_Priority3,0.0205,0.18924,0.01162,0.5668292682926829,2.995293110825845,1.0,0.00774058,1.8716869369369369,0.6800845912637643,0.05865132243084999,0.46572261617825605,0.31411638853230633
"Incident_Welfare, Temp_Warm","Weekday, Priority_Priority1",0.03988,0.1228,0.01454,0.36459378134403214,2.969004734071923,1.0,0.009642736,1.3805341752170481,0.6907332365205839,0.09815039827190497,0.2756427055905519,0.24149884506941022
"Weather_Partly Cloudy, Weekday, Priority_Priority1",Incident_Welfare,0.05336,0.10206,0.01606,0.30097451274362824,2.948995813674586,1.0,0.010614078400000001,1.284559742627346,0.6981550740541443,0.11524110218140068,0.2215231671867032,0.22916646468065205
Incident_Other,Priority_Priority3,0.04736,0.18924,0.0263,0.5553209459459459,2.934479739727045,1.0,0.0173375936,1.823247559354226,0.6919970726137394,0.1250594388968141,0.45152812909609,0.3471489532097094
"Time_Evening, Incident_Welfare, Weekday",Priority_Priority1,0.02218,0.17684,0.0115,0.5184851217312895,2.9319448186569184,1.0,0.0075776888,1.709521423220974,0.6738760312425244,0.061326791808873723,0.41504096619282943,0.29175782890454993
"Incident_Trespassing, Weather_Clear, Weekday","Temp_Hot, Priority_Priority2",0.03252,0.1121,0.01066,0.32779827798277983,2.9241594824512025,1.0,0.007014507999999999,1.3208832570905764,0.6801395257449557,0.07957599283368169,0.24293082327151685,0.21144597217604646
"Time_Afternoon, Incident_Welfare","Weekday, Priority_Priority1",0.03288,0.1228,0.01176,0.35766423357664234,2.912575191992201,1.0,0.007722336,1.3656409090909092,0.6789862938309578,0.08171206225680933,0.2677430843326976,0.22671485294467297
Incident_Welfare,"Weekday, Priority_Priority1",0.10206,0.1228,0.03584,0.3511659807956104,2.8596578240684885,1.0,0.023307032,1.3519636363636365,0.7242218995701272,0.18960956512538352,0.2603351354259124,0.3215113291600202
"Weather_Partly Cloudy, Incident_Welfare","Weekday, Priority_Priority1",0.0458,0.1228,0.01606,0.35065502183406116,2.8554969204728105,1.0,0.010435760000000002,1.3508997982515132,0.6809874832718326,0.10528385997115511,0.25975264686965477,0.24071839039585796
